Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive†, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1,Location 2
OHIO,2014,12,,-,1,,7,,3,,7,,,-,0,,3,,7,,6,,,-,0,,2,,4,,3,,"OHIO
(40.06021029700048, -82.40425685299965)",
WISCONSIN,2014,12,,-,16,,196,,29,,47,,,-,0,,3,,,-,1,,,-,0,,1,,1,,8,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
W.N. CENTRAL,2014,12,,-,3,,30,,3,,5,,,-,1,,3,,13,,9,,,-,0,,3,,5,,12,,,
IOWA,2014,12,,-,2,,27,,1,,2,,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
KANSAS,2014,12,,-,0,,4,,,-,2,,,-,0,,1,,3,,2,,,-,0,,1,,1,,1,,"KANSAS
(38.34774033400049, -98.20077655499966)",
MINNESOTA,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
MISSOURI,2014,12,,-,0,,3,,,-,1,,,-,0,,1,,4,,1,,,-,0,,2,,2,,3,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEBRASKA,2014,12,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,2,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NORTH DAKOTA,2014,12,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
SOUTH DAKOTA,2014,12,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,1,,3,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
S. ATLANTIC,2014,12,11,,55,,296,,140,,402,,,-,6,,17,,56,,68,,,-,1,,6,,33,,44,,,
DELAWARE,2014,12,3,,8,,24,,32,,70,,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
DIST. OF COL.,2014,12,,N,0,,0,,,N,,N,,-,0,,2,,,-,4,,,-,0,,1,,,-,1,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,12,1,,2,,14,,14,,15,,,-,1,,3,,7,,17,,,-,1,,3,,14,,25,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
GEORGIA,2014,12,,-,0,,2,,,-,7,,,-,1,,5,,7,,11,,,-,0,,2,,3,,4,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MARYLAND,2014,12,2,,18,,76,,55,,229,,,-,2,,10,,29,,27,,,-,0,,1,,2,,2,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NORTH CAROLINA,2014,12,,-,0,,32,,6,,10,,,-,0,,6,,1,,2,,,-,0,,3,,10,,6,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
SOUTH CAROLINA,2014,12,,-,0,,4,,,-,1,,,-,0,,2,,2,,,-,,-,0,,1,,1,,1,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
VIRGINIA,2014,12,5,,17,,257,,27,,60,,,-,1,,6,,9,,7,,,-,0,,1,,2,,3,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
WEST VIRGINIA,2014,12,,-,1,,19,,6,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
E.S. CENTRAL,2014,12,,-,1,,9,,4,,9,,,-,1,,4,,6,,7,,,-,0,,2,,3,,4,,,
ALABAMA,2014,12,,-,0,,3,,,-,4,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
KENTUCKY,2014,12,,-,0,,9,,2,,4,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MISSISSIPPI,2014,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
TENNESSEE,2014,12,,-,0,,3,,2,,1,,,-,0,,3,,4,,3,,,-,0,,1,,2,,1,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
W.S. CENTRAL,2014,12,,-,1,,12,,,-,11,,1,,1,,17,,8,,14,,,-,1,,3,,8,,8,,,
ARKANSAS,2014,12,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,,-,1,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
LOUISIANA,2014,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,1,,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OKLAHOMA,2014,12,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,2,,2,,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
TEXAS,2014,12,,-,1,,12,,,-,11,,1,,1,,17,,6,,11,,,-,0,,3,,5,,7,,"TEXAS
(31.827243635000457, -99.4267664729997)",
MOUNTAIN,2014,12,,-,2,,9,,2,,8,,,-,1,,7,,5,,14,,,-,1,,4,,7,,13,,,
ARIZONA,2014,12,,-,0,,3,,,-,2,,,-,0,,3,,4,,6,,,-,0,,3,,3,,7,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
COLORADO,2014,12,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,,-,0,,1,,1,,2,,"COLORADO
(38.84384047000049, -106.13360888799969)",
IDAHO,2014,12,,-,0,,2,,1,,5,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"IDAHO
(43.682630058000484, -114.3637261449997)",
MONTANA,2014,12,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
NEVADA,2014,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,,-,0,,1,,1,,1,,"NEVADA
(39.49324126500045, -117.07183978499972)",
NEW MEXICO,2014,12,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
UTAH,2014,12,,-,0,,3,,1,,,-,,-,0,,2,,1,,,-,,-,0,,2,,1,,1,,"UTAH
(39.36070374600047, -111.5871285339997)",
WYOMING,2014,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
PACIFIC,2014,12,,-,3,,11,,7,,20,,2,,3,,10,,22,,16,,1,,2,,7,,35,,52,,,
ALASKA,2014,12,,-,0,,3,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
CALIFORNIA,2014,12,,-,1,,8,,,-,12,,,-,2,,9,,14,,11,,,-,2,,6,,18,,45,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
HAWAII,2014,12,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
OREGON,2014,12,,-,1,,3,,6,,6,,,-,0,,1,,,-,,-,,-,0,,3,,10,,3,,"OREGON
(44.567446178000466, -120.15502977999972)",
WASHINGTON,2014,12,,-,0,,4,,,-,,-,2,,0,,3,,8,,4,,1,,0,,5,,6,,3,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
AMER. SAMOA,2014,12,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
GUAM,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
PUERTO RICO,2014,12,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
VIRGIN ISL.,2014,12,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
UNITED STATES,2014,13,40,,415,,2288,,1187,,2474,,10,,26,,51,,212,,228,,6,,9,,22,,121,,188,,,
NEW ENGLAND,2014,13,5,,130,,932,,250,,693,,,-,2,,8,,12,,10,,,-,0,,3,,2,,8,,,
CONNECTICUT,2014,13,,-,31,,251,,14,,263,,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MAINE,2014,13,,-,15,,100,,42,,50,,,-,0,,2,,2,,,-,,-,0,,1,,,-,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
MASSACHUSETTS,2014,13,,-,57,,484,,137,,283,,,-,1,,4,,7,,7,,,-,0,,3,,2,,3,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NEW HAMPSHIRE,2014,13,,-,5,,91,,1,,63,,,-,0,,2,,1,,2,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
RHODE ISLAND,2014,13,5,,9,,54,,27,,5,,,-,0,,8,,2,,,-,,-,0,,0,,,-,1,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
VERMONT,2014,13,,-,8,,97,,29,,29,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
MID. ATLANTIC,2014,13,25,,189,,1007,,719,,1222,,4,,8,,21,,61,,56,,1,,1,,7,,8,,19,,,
NEW JERSEY,2014,13,,-,41,,224,,116,,509,,,-,1,,5,,4,,14,,,-,0,,2,,2,,5,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEW YORK,2014,13,11,,43,,257,,139,,102,,1,,1,,5,,10,,12,,,-,0,,3,,1,,6,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
NEW YORK CITY,2014,13,1,,3,,40,,28,,11,,2,,4,,13,,37,,21,,1,,0,,2,,2,,3,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,13,13,,80,,543,,436,,600,,1,,1,,5,,10,,9,,,-,0,,3,,3,,5,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
E.N. CENTRAL,2014,13,,-,21,,235,,43,,77,,,-,3,,8,,16,,24,,1,,0,,4,,10,,21,,,
ILLINOIS,2014,13,,-,1,,30,,1,,6,,,-,1,,5,,2,,7,,,-,0,,2,,3,,3,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
INDIANA,2014,13,,-,1,,14,,,-,4,,,-,0,,2,,3,,4,,,-,0,,1,,,-,5,,"INDIANA
(39.76691364600049, -86.14995579899966)",
MICHIGAN,2014,13,,-,2,,15,,6,,5,,,-,0,,2,,4,,6,,,-,0,,1,,1,,2,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
OHIO,2014,13,,-,1,,7,,3,,9,,,-,0,,3,,7,,6,,1,,0,,2,,5,,3,,"OHIO
(40.06021029700048, -82.40425685299965)",
WISCONSIN,2014,13,,-,16,,196,,33,,53,,,-,0,,3,,,-,1,,,-,0,,1,,1,,8,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
W.N. CENTRAL,2014,13,,-,3,,30,,3,,5,,,-,1,,3,,13,,9,,,-,0,,3,,6,,13,,,
IOWA,2014,13,,-,2,,27,,1,,2,,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
KANSAS,2014,13,,-,0,,4,,,-,2,,,-,0,,1,,3,,2,,,-,0,,1,,1,,1,,"KANSAS
(38.34774033400049, -98.20077655499966)",
MINNESOTA,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
MISSOURI,2014,13,,-,0,,3,,,-,1,,,-,0,,1,,4,,1,,,-,0,,2,,2,,3,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEBRASKA,2014,13,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,2,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NORTH DAKOTA,2014,13,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
SOUTH DAKOTA,2014,13,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,2,,3,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
S. ATLANTIC,2014,13,9,,55,,300,,159,,427,,4,,7,,17,,65,,75,,2,,1,,6,,35,,45,,,
DELAWARE,2014,13,,-,8,,24,,34,,77,,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
DIST. OF COL.,2014,13,,N,0,,0,,,N,,N,,-,0,,2,,,-,4,,,-,0,,1,,,-,1,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,13,,-,2,,14,,14,,15,,,-,1,,3,,7,,17,,1,,1,,3,,15,,26,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
GEORGIA,2014,13,,-,0,,2,,,-,7,,,-,1,,5,,10,,13,,,-,0,,2,,3,,4,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MARYLAND,2014,13,2,,18,,76,,59,,236,,2,,2,,10,,32,,31,,1,,0,,1,,3,,2,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NORTH CAROLINA,2014,13,4,,0,,32,,10,,10,,2,,0,,6,,3,,2,,,-,0,,3,,10,,6,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
SOUTH CAROLINA,2014,13,,-,0,,4,,,-,1,,,-,0,,2,,2,,,-,,-,0,,1,,1,,1,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
VIRGINIA,2014,13,3,,17,,258,,33,,68,,,-,1,,6,,10,,8,,,-,0,,1,,2,,3,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
WEST VIRGINIA,2014,13,,-,2,,19,,9,,13,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
E.S. CENTRAL,2014,13,,-,1,,9,,4,,9,,1,,1,,4,,7,,8,,,-,0,,2,,3,,4,,,
ALABAMA,2014,13,,-,0,,3,,,-,4,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
KENTUCKY,2014,13,,-,0,,9,,2,,4,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MISSISSIPPI,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
TENNESSEE,2014,13,,-,0,,3,,2,,1,,1,,0,,3,,5,,4,,,-,0,,1,,2,,1,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
W.S. CENTRAL,2014,13,,-,1,,12,,,-,11,,,-,1,,17,,10,,15,,,-,1,,5,,8,,10,,,
ARKANSAS,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,,-,2,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
LOUISIANA,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,1,,1,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OKLAHOMA,2014,13,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,2,,2,,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
TEXAS,2014,13,,-,1,,12,,,-,11,,,-,1,,17,,8,,12,,,-,0,,5,,5,,7,,"TEXAS
(31.827243635000457, -99.4267664729997)",
MOUNTAIN,2014,13,1,,2,,9,,3,,8,,,-,1,,7,,5,,14,,,-,1,,3,,8,,13,,,
ARIZONA,2014,13,,-,0,,3,,,-,2,,,-,0,,3,,4,,6,,,-,0,,2,,3,,7,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
COLORADO,2014,13,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,,-,0,,1,,1,,2,,"COLORADO
(38.84384047000049, -106.13360888799969)",
IDAHO,2014,13,1,,0,,2,,2,,5,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"IDAHO
(43.682630058000484, -114.3637261449997)",
MONTANA,2014,13,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
NEVADA,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,,-,0,,1,,2,,1,,"NEVADA
(39.49324126500045, -117.07183978499972)",
NEW MEXICO,2014,13,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
UTAH,2014,13,,-,0,,3,,1,,,-,,-,0,,2,,1,,,-,,-,0,,2,,1,,1,,"UTAH
(39.36070374600047, -111.5871285339997)",
WYOMING,2014,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
PACIFIC,2014,13,,-,3,,10,,6,,22,,1,,3,,10,,23,,17,,2,,2,,7,,41,,55,,,
ALASKA,2014,13,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
CALIFORNIA,2014,13,,-,1,,8,,,-,13,,,-,2,,9,,14,,12,,1,,2,,6,,23,,47,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
HAWAII,2014,13,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
OREGON,2014,13,,-,1,,3,,6,,7,,,-,0,,1,,,-,,-,1,,0,,3,,11,,4,,"OREGON
(44.567446178000466, -120.15502977999972)",
WASHINGTON,2014,13,,-,0,,4,,,-,1,,1,,0,,3,,9,,4,,,-,0,,5,,6,,3,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
AMER. SAMOA,2014,13,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
GUAM,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
PUERTO RICO,2014,13,,N,0,,0,,,N,,N,1,,0,,0,,1,,,-,,-,0,,1,,1,,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
VIRGIN ISL.,2014,13,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
UNITED STATES,2014,14,67,,415,,2297,,1274,,2716,,11,,27,,51,,231,,258,,6,,9,,22,,136,,203,,,
NEW ENGLAND,2014,14,,-,130,,932,,260,,767,,,-,2,,8,,12,,11,,,-,0,,3,,2,,8,,,
CONNECTICUT,2014,14,,-,31,,251,,14,,293,,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MAINE,2014,14,,-,15,,102,,45,,61,,,-,0,,2,,2,,,-,,-,0,,1,,,-,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
MASSACHUSETTS,2014,14,,-,57,,484,,137,,312,,,-,1,,4,,7,,8,,,-,0,,3,,2,,3,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NEW HAMPSHIRE,2014,14,,-,5,,91,,1,,67,,,-,0,,2,,1,,2,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
RHODE ISLAND,2014,14,,-,9,,54,,27,,5,,,-,0,,8,,2,,,-,,-,0,,0,,,-,1,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
VERMONT,2014,14,,-,8,,103,,36,,29,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
MID. ATLANTIC,2014,14,55,,189,,1007,,773,,1341,,6,,8,,21,,68,,65,,2,,1,,7,,10,,21,,,
NEW JERSEY,2014,14,,-,41,,224,,116,,563,,,-,1,,5,,4,,16,,,-,0,,2,,2,,6,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEW YORK,2014,14,20,,43,,257,,160,,122,,1,,1,,5,,11,,12,,,-,0,,3,,1,,7,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
NEW YORK CITY,2014,14,3,,3,,40,,31,,11,,4,,4,,13,,41,,27,,2,,0,,2,,4,,3,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,14,32,,80,,543,,466,,645,,1,,1,,5,,12,,10,,,-,0,,3,,3,,5,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
E.N. CENTRAL,2014,14,2,,21,,236,,48,,89,,,-,3,,8,,17,,24,,,-,1,,4,,12,,22,,,
ILLINOIS,2014,14,,-,1,,30,,1,,7,,,-,1,,5,,2,,7,,,-,0,,2,,3,,3,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
INDIANA,2014,14,,-,1,,14,,,-,5,,,-,0,,2,,4,,4,,,-,0,,1,,1,,4,,"INDIANA
(39.76691364600049, -86.14995579899966)",
MICHIGAN,2014,14,1,,2,,16,,7,,5,,,-,0,,2,,4,,6,,,-,0,,1,,2,,2,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
OHIO,2014,14,1,,1,,7,,4,,13,,,-,0,,3,,7,,6,,,-,0,,2,,5,,4,,"OHIO
(40.06021029700048, -82.40425685299965)",
WISCONSIN,2014,14,,-,16,,196,,36,,59,,,-,0,,3,,,-,1,,,-,0,,1,,1,,9,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
W.N. CENTRAL,2014,14,,-,3,,30,,3,,8,,,-,1,,3,,14,,9,,,-,0,,3,,6,,15,,,
IOWA,2014,14,,-,2,,27,,1,,4,,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
KANSAS,2014,14,,-,0,,4,,,-,2,,,-,0,,2,,4,,2,,,-,0,,1,,1,,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
MINNESOTA,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,5,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
MISSOURI,2014,14,,-,0,,3,,,-,2,,,-,0,,1,,4,,1,,,-,0,,2,,2,,3,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEBRASKA,2014,14,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,2,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NORTH DAKOTA,2014,14,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
SOUTH DAKOTA,2014,14,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,2,,3,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
S. ATLANTIC,2014,14,9,,55,,299,,173,,453,,4,,7,,17,,71,,90,,,-,1,,6,,35,,46,,,
DELAWARE,2014,14,2,,8,,24,,40,,85,,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
DIST. OF COL.,2014,14,,N,0,,0,,,N,,N,,-,0,,2,,,-,6,,,-,0,,1,,,-,1,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,14,1,,2,,14,,13,,15,,1,,1,,3,,8,,17,,,-,1,,3,,15,,27,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
GEORGIA,2014,14,,-,0,,2,,,-,7,,,-,1,,5,,10,,13,,,-,0,,2,,3,,4,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MARYLAND,2014,14,,-,18,,75,,61,,243,,2,,2,,10,,36,,34,,,-,0,,1,,3,,2,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NORTH CAROLINA,2014,14,,-,0,,32,,10,,13,,,-,0,,6,,3,,8,,,-,0,,3,,10,,6,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
SOUTH CAROLINA,2014,14,,-,0,,5,,,-,1,,,-,0,,2,,2,,,-,,-,0,,1,,1,,1,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
VIRGINIA,2014,14,5,,17,,257,,39,,71,,1,,1,,6,,11,,12,,,-,0,,1,,2,,3,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
WEST VIRGINIA,2014,14,1,,2,,23,,10,,18,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
E.S. CENTRAL,2014,14,,-,1,,9,,4,,10,,,-,1,,4,,7,,8,,1,,0,,2,,4,,4,,,
ALABAMA,2014,14,,-,0,,3,,,-,4,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
KENTUCKY,2014,14,,-,0,,9,,2,,5,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MISSISSIPPI,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
TENNESSEE,2014,14,,-,0,,4,,2,,1,,,-,0,,3,,5,,4,,1,,0,,1,,3,,1,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
W.S. CENTRAL,2014,14,,-,1,,12,,,-,12,,,-,1,,18,,14,,18,,2,,1,,5,,13,,12,,,
